UniqueID	CloneID	Accession	Symbol	Name	EntrezID
713382	713382	AA283125	CDK16	Cyclin-dependent kinase 16	5127
258790	258790	N40841	CCK	Cholecystokinin	885
795241	795241	AA453998	PPP3CB	Protein phosphatase 3, catalytic subunit, beta isozyme	5532
79629	79629	T62491			
753620	753620	AA478724	IGFBP6	Insulin-like growth factor binding protein 6	3489
123666	123666	R02740	HCAR3	Hydroxycarboxylic acid receptor 3	8843
79712	79712	T62547	IGF2R	Insulin-like growth factor 2 receptor	3482
897646	897646	AA496787	SRSF4	Serine/arginine-rich splicing factor 4	6429
245330	245330	N54596	IGF2	Insulin-like growth factor 2 (somatomedin A)	3481
950092	950092	AA598400	SRSF3	Serine/arginine-rich splicing factor 3	6428
427812	427812	AA001614			
80399	80399	T65902	SRSF1	Serine/arginine-rich splicing factor 1	6426
703964	703964	AA279072	INPPL1	Inositol polyphosphate phosphatase-like 1	3636
811108	811108	AA485677	TRIP6	Thyroid hormone receptor interactor 6	7205
789369	789369	AA464856	ID4	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	3400
80549	80549	T59641	PBX2	Pre-B-cell leukemia homeobox 2	5089
214441	214441	H73590	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker)	3500
192694	192694	H38522			
71434	71434	T47815	PSME1	Proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	5720
823779	823779	AA490267	PLEK	Pleckstrin	5341
843287	843287	AA488674	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	4170
82991	82991	T70503	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase 1	5167
80948	80948	T70057		Transcribed locus	
768638	768638	AA425352	SLC15A2	Solute carrier family 15 (H+/peptide transporter), member 2	6565
898221	898221	AA598611	NR4A2	Nuclear receptor subfamily 4, group A, member 2	4929
725677	725677	AA398949	CDK18	Cyclin-dependent kinase 18	5129
79828	79828	T64094	HTT	Huntingtin	3064
814792	814792	AA465611	USP10	Ubiquitin specific peptidase 10	9100
80910	80910	T70098	SLC1A5	Solute carrier family 1 (neutral amino acid transporter), member 5	6510
783698	783698	AA446822	LPIN1	Lipin 1	23175
713660	713660	AA284329	GPM6B	Glycoprotein M6B	2824
837905	837905	AA434369	FAM120A	Family with sequence similarity 120A	23196
51463	51463	H21071		Clone HLS_IMAGE_755093 mRNA sequence	
897997	897997	AA598887	SMC1A	Structural maintenance of chromosomes 1A	8243
49630	49630	H29256	CACNA1D	Calcium channel, voltage-dependent, L type, alpha 1D subunit	776
79710	79710	T63171	IST1	Increased sodium tolerance 1 homolog (yeast)	9798
47510	47510	H11692	AP3B2	Adaptor-related protein complex 3, beta 2 subunit	8120
173309	173309	H21107	BCLAF1	BCL2-associated transcription factor 1	9774
841498	841498	AA487370	MYL12B	Myosin, light chain 12B, regulatory	103910
180195	180195	R85545	SUPT6H	Suppressor of Ty 6 homolog (S. cerevisiae)	6830
841308	841308	AA487215	MYLK	Myosin light chain kinase	4638
826137	826137	AA521347		Transcribed locus	
382195	382195	AA062619	MYO7A	Myosin VIIA	4647
840620	840620	AA488036	MLEC	Malectin	9761
490306	490306	AA127685	TM9SF1	Transmembrane 9 superfamily member 1	10548
245015	245015	N52646	UBAP2L	Ubiquitin associated protein 2-like	9898
949928	949928	AA599173	KAT6A	K(lysine) acetyltransferase 6A	7994
815530	815530	AA457036	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	8874
814701	814701	AA481076	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	4085
289143	289143	N73634	MORC3	MORC family CW-type zinc finger 3	23515
504877	504877	AA151065	MAP3K5	Mitogen-activated protein kinase kinase kinase 5	4217
796646	796646	AA460115	ODC1	Ornithine decarboxylase 1	4953
287300	287300	N68327			
783696	783696	AA446819	OAT	Ornithine aminotransferase	4942
75923	75923	T47229	ZNF32	Zinc finger protein 32	7580
81518	81518	T63686	OCRL	Oculocerebrorenal syndrome of Lowe	4952
843094	843094	AA488626	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	7341
40042	40042	R53973	TMEM57	Transmembrane protein 57	55219
795288	795288	AA454143	USP4	Ubiquitin specific peptidase 4 (proto-oncogene)	7375
611956	611956	AA180046	KPNA1	Karyopherin alpha 1 (importin alpha 5)	3836
80708	80708	T57841	UFD1L	Ubiquitin fusion degradation 1 like (yeast)	7353
789357	789357	AA451716	NFKB1	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	4790
77391	77391	T55353	TRAF2	TNF receptor-associated factor 2	7186
703739	703739	AA278749	NCBP1	Nuclear cap binding protein subunit 1, 80kDa	4686
897570	897570	AA489602	TRAP1	TNF receptor-associated protein 1	10131
784278	784278	AA447481	SP100	SP100 nuclear antigen	6672
825585	825585	AA504713	TBCE	Tubulin folding cofactor E	6905
712683	712683	AA280214	NCK1	NCK adaptor protein 1	4690
86220	86220	T72422	TDO2	Tryptophan 2,3-dioxygenase	6999
150466	150466	H01039	ATG9B	ATG9 autophagy related 9 homolog B (S. cerevisiae)	285973
758366	758366	AA404293	TRDN	Triadin	10345
33045	33045	R19478	NPY1R	Neuropeptide Y receptor Y1	4886
897670	897670	AA496800	MCFD2	Multiple coagulation factor deficiency 2	90411
784876	784876	AA448015	INA	Internexin neuronal intermediate filament protein, alpha	9118
814696	814696	AA481067	TNPO1	Transportin 1	3842
739990	739990	AA478078	DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34	9704
363086	363086	AA019482	CKMT1B	Creatine kinase, mitochondrial 1B	1159
293366	293366	N68825	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	9816
289818	289818	N62179	ALDH6A1	Aldehyde dehydrogenase 6 family, member A1	4329
782587	782587	AA447528		Transcribed locus	
713782	713782	AA292676	ADAM15	ADAM metallopeptidase domain 15	8751
814357	814357	AA458840	GATAD2A	GATA zinc finger domain containing 2A	54815
843321	843321	AA489569	KRT7	Keratin 7	3855
825369	825369	AA504600	VGLL4	Vestigial like 4 (Drosophila)	9686
781510	781510	AA432143	CITED1	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1	4435
526184	526184	AA076645	RAB21	RAB21, member RAS oncogene family	23011
877651	877651	AA488188	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	9125
80504	80504	T64626	TNIP1	TNFAIP3 interacting protein 1	10318
51263	51263	H18838			
562867	562867	AA100612	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	23212
782199	782199	AA431970	NOP14-AS1	NOP14 antisense RNA 1 (non-protein coding)	317648
897983	897983	AA598874	PRDX6	Peroxiredoxin 6	9588
897563	897563	AA489609	MPRIP	Myosin phosphatase Rho interacting protein	23164
898095	898095	AA598802		Transcribed locus	
824511	824511	AA490537	ZFP161	Zinc finger protein 161 homolog (mouse)	7541
841501	841501	AA487265	SPCS2	Signal peptidase complex subunit 2 homolog (S. cerevisiae)	9789
263200	263200	H99544	DCBLD2	Discoidin, CUB and LCCL domain containing 2	131566
342640	342640	W68220	KIAA0101	KIAA0101	9768
898305	898305	AA598830	NBL1	Neuroblastoma, suppression of tumorigenicity 1	4681
839623	839623	AA504682		Transcribed locus	
781766	781766	AA431678	TMEFF1	Transmembrane protein with EGF-like and two follistatin-like domains 1	8577
784959	784959	AA447658	NEO1	Neogenin 1	4756
897982	897982	AA598863	EIF3CL	Eukaryotic translation initiation factor 3, subunit C-like	728689
788472	788472	AA452725	NUCB1	Nucleobindin 1	4924
843249	843249	AA488645	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	4664
28422	28422	R14230	NEFL	Neurofilament, light polypeptide	4747
950574	950574	AA608514		Histone H3.3 mRNA, 3@#$%& untranslated region	
774751	774751	AA442095	NEDD4	Neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	4734
824531	824531	AA490903	CYTIP	Cytohesin 1 interacting protein	9595
810859	810859	AA458965	IL32	Interleukin 32	9235
712840	712840	AA280647	STAT5B	Signal transducer and activator of transcription 5B	6777
814615	814615	AA480995	MTHFD2	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	10797
843067	843067	AA488618	TFCP2	Transcription factor CP2	7024
701481	701481	AA286908	MX2	Myxovirus (influenza virus) resistance 2 (mouse)	4600
770868	770868	AA434487	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	4665
815542	815542	AA456886	MX1	Myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	4599
366728	366728	AA029737	TK2	Thymidine kinase 2, mitochondrial	7084
840865	840865	AA482328	MARCKS	Myristoylated alanine-rich protein kinase C substrate	4082
725274	725274	AA291821	TTC1	Tetratricopeptide repeat domain 1	7265
824070	824070	AA491225	MTM1	Myotubularin 1	4534
898109	898109	AA598483	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	8887
628336	628336	AA196486	MYL1	Myosin, light chain 1, alkali; skeletal, fast	4632
81599	81599	T66018	USP14	Ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)	9097
898032	898032	AA598942	CKAP5	Cytoskeleton associated protein 5	9793
789204	789204	AA450205	SEC62	SEC62 homolog (S. cerevisiae)	7095
784504	784504	AA447393	MBTPS1	Membrane-bound transcription factor peptidase, site 1	8720
814636	814636	AA481026	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595
788721	788721	AA449957	KIAA0090	KIAA0090	23065
470379	470379	AA031284			
840333	840333	AA485401	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like	23171
347687	347687	W81563	SGCB	Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	6443
229537	229537	H67274	GANAB	Glucosidase, alpha; neutral AB	23193
784126	784126	AA446748	TST	Thiosulfate sulfurtransferase (rhodanese)	7263
359764	359764	AA010781	DCLRE1A	DNA cross-link repair 1A	9937
381287	381287	AA057232	SAG	S-antigen; retina and pineal gland (arrestin)	6295
815529	815529	AA457047	RFTN1	Raftlin, lipid raft linker 1	23180
810729	810729	AA457719	RCN1	Reticulocalbin 1, EF-hand calcium binding domain	5954
825293	825293	AA504534	FTSJD2	FtsJ methyltransferase domain containing 2	23070
843110	843110	AA488681	GDI1	GDP dissociation inhibitor 1	2664
780937	780937	AA446147	SYT11	Synaptotagmin XI	23208
52079	52079	H23202	PTPRR	Protein tyrosine phosphatase, receptor type, R	5801
84955	84955	T74846	SEC24C	SEC24 family, member C (S. cerevisiae)	9632
123627	123627	R01669	ATP6V1C2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	245973
725223	725223	AA291412	PSME4	Proteasome (prosome, macropain) activator subunit 4	23198
772220	772220	AA404394	PDIA5	Protein disulfide isomerase family A, member 5	10954
740122	740122	AA479771	CUL7	Cullin 7	9820
784830	784830	AA448289	CDC123	Cell division cycle 123 homolog (S. cerevisiae)	8872
81129	81129	T69926	MYH9	Myosin, heavy chain 9, non-muscle	4627
757961	757961	AA436871	STX3	Syntaxin 3	6809
68103	68103	T52894	MYL6B	Myosin, light chain 6B, alkali, smooth muscle and non-muscle	140465
843248	843248	AA486016	VAMP3	Vesicle-associated membrane protein 3 (cellubrevin)	9341
260200	260200	N29376	MNDA	Myeloid cell nuclear differentiation antigen	4332
231355	231355	H56595	VAMP2	Vesicle-associated membrane protein 2 (synaptobrevin 2)	6844
51974	51974	H23310	MOBP	Myelin-associated oligodendrocyte basic protein	4336
785933	785933	AA448569	SRPX	Sushi-repeat containing protein, X-linked	8406
740457	740457	AA478036	BMI1	BMI1 polycomb ring finger oncogene	648
712668	712668	AA280137	SOCS1	Suppressor of cytokine signaling 1	8651
685371	685371	AA261796	MEN1	Multiple endocrine neoplasia I	4221
417508	417508	W88899	SULT1C2	Sulfotransferase family, cytosolic, 1C, member 2	6819
840687	840687	AA488073	MUC1	Mucin 1, cell surface associated	4582
839552	839552	AA489785	NCOA1	Nuclear receptor coactivator 1	8648
898219	898219	AA598610	MEST	Mesoderm specific transcript homolog (mouse)	4232
898265	898265	AA598965	SRSF5	Serine/arginine-rich splicing factor 5	6430
796994	796994	AA463544	CD46	CD46 molecule, complement regulatory protein	4179
824041	824041	AA490721	SRSF9	Serine/arginine-rich splicing factor 9	8683
46916	46916	H09997			
39593	39593	R51912	SST	Somatostatin	6750
48886	48886	H16389		Transcribed locus, moderately similar to XP_001252129.1 PREDICTED: mannose receptor, C type 1, partial [Bos taurus]	
842894	842894	AA489275	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	483
824704	824704	AA482198	MPI	Mannose phosphate isomerase	4351
823819	823819	AA490390		Transcribed locus, moderately similar to NP_055082.1 small acidic protein [Homo sapiens]	
815503	815503	AA456869	RCOR1	REST corepressor 1	23186
843352	843352	AA489400	PSMB7	Proteasome (prosome, macropain) subunit, beta type, 7	5695
842818	842818	AA486374	KARS	Lysyl-tRNA synthetase	3735
758662	758662	AA401853	PSMD9	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	5715
897840	897840	AA598583	CYFIP1	Cytoplasmic FMR1 interacting protein 1	23191
843028	843028	AA488406	MSLN	Mesothelin	10232
79229	79229	T63072	JOSD1	Josephin domain containing 1	9929
841617	841617	AA487681	OAZ1	Ornithine decarboxylase antizyme 1	4946
85093	85093	T74819	SLC39A14	Solute carrier family 39 (zinc transporter), member 14	23516
108208	108208	T69767			
84820	84820	T74606	TRAM2	Translocation associated membrane protein 2	9697
840524	840524	AA485974	GOLGB1	Golgin B1	2804
814054	814054	AA465479	KIAA0040	KIAA0040	9674
841620	841620	AA487674	DPYSL2	Dihydropyrimidinase-like 2	1808
825265	825265	AA504204	POLD3	Polymerase (DNA-directed), delta 3, accessory subunit	10714
760298	760298	AA425938	LGMN	Legumain	5641
512133	512133	AA125779	ADCY7	Adenylate cyclase 7	113
796757	796757	AA460727		Transcribed locus, strongly similar to NP_033811.1 AP-3 complex subunit sigma-1 [Mus musculus]	
843016	843016	AA488526	NOLC1	Nucleolar and coiled-body phosphoprotein 1	9221
782315	782315	AA431245	ANKRD7	Ankyrin repeat domain 7	56311
788444	788444	AA450037	TMEM41B	Transmembrane protein 41B	440026
712023	712023	AA281616		CDNA clone IMAGE:5210227	
704697	704697	AA282253	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3	8916
824352	824352	AA489678		Transcribed locus	
840942	840942	AA486627	HLA-DPB1	Major histocompatibility complex, class II, DP beta 1	3115
813266	813266	AA456394		Transcribed locus	
705265	705265	AA280677	ZMYM6	Zinc finger, MYM-type 6	9204
825013	825013	AA489201	ANP32B	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	10541
71432	71432	T47813	MST1	Macrophage stimulating 1 (hepatocyte growth factor-like)	4485
80772	80772	T63031	NCOR2	Nuclear receptor corepressor 2	9612
842989	842989	AA488346	MYL6	Myosin, light chain 6, alkali, smooth muscle and non-muscle	4637
826405	826405	AA521067	INPP5D	Inositol polyphosphate-5-phosphatase, 145kDa	3635
713469	713469	AA290847	MEF2A	Myocyte enhancer factor 2A	4205
843076	843076	AA485996	STAM	Signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	8027
704760	704760	AA282642	MEF2BNB	MEF2B neighbor	729991
823590	823590	AA497051	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	10610
949914	949914	AA599158	EPRS	Glutamyl-prolyl-tRNA synthetase	2058
592801	592801	AA160852	SPTLC2	Serine palmitoyltransferase, long chain base subunit 2	9517
485989	485989	AA040170	CCL7	Chemokine (C-C motif) ligand 7	6354
840702	840702	AA488081		Transcribed locus, strongly similar to NP_001182531.1 selenide, water dikinase 1 isoform 2 [Homo sapiens]	
809598	809598	AA458472	HLA-DQB1	Major histocompatibility complex, class II, DQ beta 1	3119
628295	628295	AA196465	SLN	Sarcolipin	6588
80109	80109	T63324	HLA-DQA1	Major histocompatibility complex, class II, DQ alpha 1	3117
746321	746321	AA481397	PDE4D	Phosphodiesterase 4D, cAMP-specific	5144
824547	824547	AA490920	CIITA	Class II, major histocompatibility complex, transactivator	4261
841044	841044	AA486919	RPL28	Ribosomal protein L28	6158
786067	786067	AA448755	CDC25B	Cell division cycle 25 homolog B (S. pombe)	994
949940	949940	AA599178	RPL27A	Ribosomal protein L27a	6157
809530	809530	AA454572			
824117	824117	AA490617	VRK2	Vaccinia related kinase 2	7444
825271	825271	AA504442	R3HDM1	R3H domain containing 1	23518
724387	724387	AA411107	SNRPC	Small nuclear ribonucleoprotein polypeptide C	6631
811930	811930	AA454662	KIAA0020	KIAA0020	9933
788832	788832	AA450062	GDF15	Growth differentiation factor 15	9518
711826	711826	AA281057	USP6NL	USP6 N-terminal like	9712
45099	45099	H05140	RGN	Regucalcin (senescence marker protein-30)	9104
840878	840878	AA482324	DHCR24	24-dehydrocholesterol reductase	1718
35191	35191	R24974	SDF2	Stromal cell-derived factor 2	6388
713862	713862	AA284599	UBE3C	Ubiquitin protein ligase E3C	9690
842863	842863	AA489261	NDRG1	N-myc downstream regulated 1	10397
814319	814319	AA459109	MTFR1	Mitochondrial fission regulator 1	9650
897751	897751	AA599008	TLK2	Tousled-like kinase 2	11011
686172	686172	AA262211	DLGAP5	Discs, large (Drosophila) homolog-associated protein 5	9787
841689	841689	AA488715	ATP6AP1	ATPase, H+ transporting, lysosomal accessory protein 1	537
773922	773922	AA463591	BZW1	Basic leucine zipper and W2 domains 1	9689
627541	627541	AA192527	FUT8	Fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	2530
773188	773188	AA428473	NR1D2	Nuclear receptor subfamily 1, group D, member 2	9975
78869	78869	T51182	ADRM1	Adhesion regulating molecule 1	11047
666377	666377	AA232647	VEZF1	Vascular endothelial zinc finger 1	7716
52646	52646	H29592	PPIP5K1	Diphosphoinositol pentakisphosphate kinase 1	9677
796680	796680	AA460679	SLC35A1	Solute carrier family 35 (CMP-sialic acid transporter), member A1	10559
813828	813828	AA447773	PRUNE2	Prune homolog 2 (Drosophila)	158471
789069	789069	AA452916		Transcribed locus, strongly similar to NP_002308.2 protein-lysine 6-oxidase isoform 1 preproprotein [Homo sapiens]	
310105	310105	W24246	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5	24138
49710	49710	H29077	LAMP1	Lysosomal-associated membrane protein 1	3916
838389	838389	AA457199	UNC119	Unc-119 homolog (C. elegans)	9094
842785	842785	AA486313	LRPAP1	Low density lipoprotein receptor-related protein associated protein 1	4043
51746	51746	H23046	RGS7	Regulator of G-protein signaling 7	6000
82734	82734	T73556	ACSL1	Acyl-CoA synthetase long-chain family member 1	2180
47853	47853	H11346	ALDH4A1	Aldehyde dehydrogenase 4 family, member A1	8659
725266	725266	AA291715	LIG1	Ligase I, DNA, ATP-dependent	3978
843426	843426	AA489498	SAV1	Salvador homolog 1 (Drosophila)	60485
814095	814095	AA465366	LTA4H	Leukotriene A4 hydrolase	4048
758468	758468	AA393856			
194182	194182	H51066		Transcribed locus	
815774	815774	AA485141	SLA	Src-like-adaptor	6503
767202	767202	AA424629	LTBP2	Latent transforming growth factor beta binding protein 2	4053
825080	825080	AA489234	PLK3	Polo-like kinase 3	1263
839594	839594	AA504656	LTBP1	Latent transforming growth factor beta binding protein 1	4052
75415	75415	T57556	HINT1	Histidine triad nucleotide binding protein 1	3094
815501	815501	AA456868	LMNB2	Lamin B2	84823
712577	712577	AA281548	HCCS	Holocytochrome c synthase	3052
774471	774471	AA446251	LAMB1	Laminin, beta 1	3912
786083	786083	AA448676	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	7336
897544	897544	AA489582		Transcribed locus, strongly similar to NP_005563.1 lamin isoform C [Homo sapiens]	
700699	700699	AA285073		Transcript ch111 [human, RF1,RF48 stomach cancer cell lines, mRNA, 290 nt]	
825224	825224	AA504128	RAE1	RAE1 RNA export 1 homolog (S. pombe)	8480
49873	49873	H28922	MCF2L	MCF.2 cell line derived transforming sequence-like	23263
742125	742125	AA405804			
784104	784104	AA446737	KIAA0355	KIAA0355	9710
81394	81394	T60191	MGLL	Monoglyceride lipase	11343
502067	502067	AA127794	TRANK1	Tetratricopeptide repeat and ankyrin repeat containing 1	9881
814409	814409	AA458922	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)	10554
773233	773233	AA425259	DIDO1	Death inducer-obliterator 1	11083
815539	815539	AA457051		Transcribed locus, strongly similar to XP_001145694.1 PREDICTED: lymphoid-restricted membrane protein isoform 4 [Pan troglodytes]	
795805	795805	AA460510	U2SURP	U2 snRNP-associated SURP domain containing	23350
77728	77728	T55931		Transcribed locus	
121559	121559	T97917			
814014	814014	AA455712	ZNF184	Zinc finger protein 184	7738
502909	502909	AA128587	ZNF629	Zinc finger protein 629	23361
613126	613126	AA211448	USP13	Ubiquitin specific peptidase 13 (isopeptidase T-3)	8975
753446	753446	AA410454		CDNA FLJ43362 fis, clone NT2RP7017365	
824602	824602	AA491191	IFI16	Interferon, gamma-inducible protein 16	3428
755891	755891	AA496541	KIAA0317	KIAA0317	9870
842820	842820	AA486221	PABPC4	Poly(A) binding protein, cytoplasmic 4 (inducible form)	8761
417509	417509	W88615	RBMS2	RNA binding motif, single stranded interacting protein 2	5939
758037	758037	AA429769	HIVEP1	Human immunodeficiency virus type I enhancer binding protein 1	3096
824895	824895	AA488969	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	9693
72391	72391	T51689	SORL1	Sortilin-related receptor, L(DLR class) A repeats containing	6653
783681	783681	AA446600	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	10075
897567	897567	AA489611	LDHA	Lactate dehydrogenase A	3939
826217	826217	AA521469	GTPBP1	GTP binding protein 1	9567
825295	825295	AA504461	LDLR	Low density lipoprotein receptor	3949
811899	811899	AA454652		Transcribed locus	
842836	842836	AA486275	SERPINB1	Serpin peptidase inhibitor, clade B (ovalbumin), member 1	1992
825442	825442	AA504327			
898237	898237	AA598629	BAG6	BCL2-associated athanogene 6	7917
380851	380851	AA056148	RTN3	Reticulon 3	10313
85202	85202	T71363	SDS	Serine dehydratase	10993
796268	796268	AA460827	PPP1R1A	Protein phosphatase 1, regulatory (inhibitor) subunit 1A	5502
897781	897781	AA598517	KRT8	Keratin 8	3856
814595	814595	AA480906	ZMYND8	Zinc finger, MYND-type containing 8	23613
592540	592540	AA160507	KRT5	Keratin 5	3852
510396	510396	AA053674	MAP3K12	Mitogen-activated protein kinase kinase kinase 12	7786
810131	810131	AA464250	KRT19	Keratin 19	3880
759865	759865	AA423867		Transcribed locus	
842980	842980	AA488336	DRG1	Developmentally regulated GTP binding protein 1	4733
897956	897956	AA598817	PRAME	Preferentially expressed antigen in melanoma	23532
772878	772878	AA428454	KRT10	Keratin 10	3858
712604	712604	AA281932			
754436	754436	AA410207	PDE4DIP	Phosphodiesterase 4D interacting protein	9659
898328	898328	AA598840	PHC2	Polyhomeotic homolog 2 (Drosophila)	1912
488413	488413	AA046690	KIF5B	Kinesin family member 5B	3799
781362	781362	AA448400	PLEC	Plectin	5339
814546	814546	AA480859	CYTH1	Cytohesin 1	9267
786672	786672	AA451891		Transcribed locus	
826204	826204	AA521453	FLII	Flightless I homolog (Drosophila)	2314
826668	826668	AA521198	FIG4	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae)	9896
726236	726236	AA293744	SFXN3	Sideroflexin 3	81855
772481	772481	AA405628	PHYHIP	Phytanoyl-CoA 2-hydroxylase interacting protein	9796
789091	789091	AA453105	HIST1H2AC	Histone cluster 1, H2ac	8334
163528	163528	H14208	PALM	Paralemmin	5064
80924	80924	T70104	HARS2	Histidyl-tRNA synthetase 2, mitochondrial (putative)	23438
782047	782047	AA429602	MIA3	Melanoma inhibitory activity family, member 3	375056
810703	810703	AA457697	HDLBP	High density lipoprotein binding protein	3069
843133	843133	AA486524	MRPS27	Mitochondrial ribosomal protein S27	23107
949934	949934	AA599176	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	10949
825451	825451	AA504342	USO1	USO1 vesicle docking protein homolog (yeast)	8615
786084	786084	AA448667	CBX1	Chromobox homolog 1	10951
82976	82976	T70487			
71545	71545	T50313	MAP4K1	Mitogen-activated protein kinase kinase kinase kinase 1	11184
32231	32231	R42815	NT5DC2	5@#$%&-nucleotidase domain containing 2	64943
809838	809838	AA455102		Transcribed locus	
788203	788203	AA453925	FAM175B	Family with sequence similarity 175, member B	23172
52629	52629	H29415	CAMK1	Calcium/calmodulin-dependent protein kinase I	8536
795989	795989	AA461071	SLC23A2	Solute carrier family 23 (nucleobase transporters), member 2	9962
825677	825677	AA504809	ASNA1	ArsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	439
591465	591465	AA160695	PIEZO1	Piezo-type mechanosensitive ion channel component 1	9780
126320	126320	R06417	JUP	Junction plakoglobin	3728
484535	484535	AA036974	AOC3	Amine oxidase, copper containing 3 (vascular adhesion protein 1)	8639
767784	767784	AA418670	JUND	Jun D proto-oncogene	3727
785415	785415	AA449154	INPP5K	Inositol polyphosphate-5-phosphatase K	51763
726147	726147	AA293050	MAP2K4	Mitogen-activated protein kinase kinase 4	6416
898062	898062	AA598776		Transcribed locus, strongly similar to NP_741990.1 cell division cycle protein 20 homolog [Rattus norvegicus]	
714453	714453	AA292025	IL4R	Interleukin 4 receptor	3566
759873	759873	AA423944	LRRC17	Leucine rich repeat containing 17	10234
320903	320903	W44701			
700302	700302	AA283693	OSTF1	Osteoclast stimulating factor 1	26578
489079	489079	AA057156	IL2RB	Interleukin 2 receptor, beta	3560
380263	380263	AA047812	ORC2	Origin recognition complex, subunit 2	4999
488019	488019	AA053285	IL15RA	Interleukin 15 receptor, alpha	3601
79624	79624	T62627	SP110	SP110 nuclear body protein	3431
84295	84295	T72877	IL1RN	Interleukin 1 receptor antagonist	3557
785816	785816	AA449762		Transcribed locus	
782513	782513	AA448478	IFI6	Interferon, alpha-inducible protein 6	2537
416959	416959	W87611		Transcribed locus	
740476	740476	AA478043	IRF1	Interferon regulatory factor 1	3659
767994	767994	AA418918	STRN3	Striatin, calmodulin binding protein 3	29966
773332	773332	AA425451	ITGAE	Integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	3682
823851	823851	AA490462	AEBP1	AE binding protein 1	165
784319	784319	AA447098	ZNF24	Zinc finger protein 24	7572
138139	138139	R53889		Transcribed locus, strongly similar to NP_004956.5 non-histone chromosomal protein HMG-14 [Homo sapiens]	
824527	824527	AA490902	GUK1	Guanylate kinase 1	2987
753321	753321	AA406589		Transcribed locus	
131867	131867	R24543	NET1	Neuroepithelial cell transforming 1	10276
380057	380057	AA046411	APPBP2	Amyloid beta precursor protein (cytoplasmic tail) binding protein 2	10513
815239	815239	AA481277	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	9138
950369	950369	AA600190	NUP205	Nucleoporin 205kDa	23165
898218	898218	AA598601	IGFBP3	Insulin-like growth factor binding protein 3	3486
49404	49404	H15567	TATDN2	TatD DNase domain containing 2	9797
796137	796137	AA460981	GOLGA4	Golgin A4	2803
824044	824044	AA491206	LARP4B	La ribonucleoprotein domain family, member 4B	23185
774036	774036	AA441895	GSTO1	Glutathione S-transferase omega 1	9446
781222	781222	AA446222	TIAF1	TGFB1-induced anti-apoptotic factor 1	9220
713647	713647	AA287196		Transcribed locus, moderately similar to NP_001005547.1 tetraspanin-3 [Rattus norvegicus]	
49117	49117	H14804	PHF16	PHD finger protein 16	9767
684661	684661	AA251800	GLIPR1	GLI pathogenesis-related 1	11010
727229	727229	AA293860	MAP3K4	Mitogen-activated protein kinase kinase kinase 4	4216
