ProbeSet	Symbol	Name	EntrezID
U78628_at	LOC100506495	hypothetical LOC100506495	100506495
U78678_at	TXN2	thioredoxin 2	25828
U78722_at	ZNF165	zinc finger protein 165	7718
U78735_at	ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3	21
U78793_at	FOLR1	folate receptor 1 (adult)	2348
U78798_at	TRAF6	TNF receptor-associated factor 6	7189
U78876_at	MAP3K3	mitogen-activated protein kinase kinase kinase 3	4215
U79241_at	FLAD1	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)	80308
U79242_at	GRM5	glutamate receptor, metabotropic 5	2915
U79245_at	SLC12A5	solute carrier family 12 (potassium/chloride transporter), member 5	57468
U79246_at	DIS3	DIS3 mitotic control homolog (S. cerevisiae)	22894
U79247_at	PCDH11X	protocadherin 11 X-linked	27328
U79248_at	LOC339290	hypothetical LOC339290	339290
U79249_at	SPICE1	spindle and centriole associated protein 1	152185
U79251_at	OPCML	opioid binding protein/cell adhesion molecule-like	4978
U79252_at	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like	54471
U79253_at	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)	27109
U79254_at	NARS	asparaginyl-tRNA synthetase	4677
U79255_at	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2	321
U79256_at	ARHGAP19	Rho GTPase activating protein 19	84986
U79257_at	FBXO21	F-box protein 21	23014
U79258_at	MRPS21	mitochondrial ribosomal protein S21	54460
U79259_at	AHDC1	AT hook, DNA binding motif, containing 1	27245
U79260_at	FTO	fat mass and obesity associated	79068
U79262_at	DHPS	deoxyhypusine synthase	1725
U79263_at	RIF1	RAP1 interacting factor homolog (yeast)	55183
U79265_at	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	146712
U79266_at	SAC3D1	SAC3 domain containing 1	29901
U79267_at	PPP4R1	protein phosphatase 4, regulatory subunit 1	9989
U79270_at	COX11	COX11 cytochrome c oxidase assembly homolog (yeast)	1353
U79271_at	AKT3	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	10000
U79272_at	YIPF6	Yip1 domain family, member 6	286451
U79273_at	EIF4A1	eukaryotic translation initiation factor 4A1	1973
U79274_at	C12orf24	chromosome 12 open reading frame 24	29902
U79275_at	RAPGEF3	Rap guanine nucleotide exchange factor (GEF) 3	10411
U79277_at			
U79280_at	CSDC2	cold shock domain containing C2, RNA binding	27254
U79282_at	UBXN2B	UBX domain protein 2B	137886
U79285_at	NMT1	N-myristoyltransferase 1	4836
U79286_at	PRMT2	protein arginine methyltransferase 2	3275
U79287_at	PTOV1	prostate tumor overexpressed 1	53635
U79288_at	KIAA0513	KIAA0513	9764
U79289_at			
U79290_at			
U79291_at	PTPN11	protein tyrosine phosphatase, non-receptor type 11	5781
U79293_at			
U79294_at	PPAP2B	phosphatidic acid phosphatase type 2B	8613
U79295_at			
U79296_at	PDHX	pyruvate dehydrogenase complex, component X	8050
U79297_at	ANKRD46	ankyrin repeat domain 46	157567
U79298_at	FAM110B	family with sequence similarity 110, member B	90362
U79299_at	OLFM1	olfactomedin 1	10439
U79300_at			
U79301_at			
U79302_at	TP53I11	tumor protein p53 inducible protein 11	9537
U79303_at	CCDC106	coiled-coil domain containing 106	29903
U79304_at	FAM13C	family with sequence similarity 13, member C	220965
U79526_at	CMKLR1	chemokine-like receptor 1	1240
U79716_at	RELN	reelin	5649
U79718_at	NTHL1	nth endonuclease III-like 1 (E. coli)	4913
U79725_at	GPA33	glycoprotein A33 (transmembrane)	10223
U79734_at	HIP1	huntingtin interacting protein 1	3092
U79751_at	BLZF1	basic leucine zipper nuclear factor 1	8548
U80017_rna1_at			
U80017_rna2_at	NAIP	NLR family, apoptosis inhibitory protein	4671
U80017_rna3_at			
U80034_at	MIPEP	mitochondrial intermediate peptidase	4285
U80040_at	ACO2	aconitase 2, mitochondrial	50
U80073_at	NXF1	nuclear RNA export factor 1	10482
U80184_rna1_at	FLII	flightless I homolog (Drosophila)	2314
U80456_at	SIM2	single-minded homolog 2 (Drosophila)	6493
U80457_at	SIM2	single-minded homolog 2 (Drosophila)	6493
U80628_at	TK2	thymidine kinase 2, mitochondrial	7084
U80669_at	NKX3-1	NK3 homeobox 1	4824
U80811_at	LPAR1	lysophosphatidic acid receptor 1	1902
U81001_at	SNRPN	small nuclear ribonucleoprotein polypeptide N	6638
U81006_at	TM9SF2	transmembrane 9 superfamily member 2	9375
U81262_at	EFNB2	ephrin-B2	1948
U81375_at	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1	2030
U81523_at	LEFTY2	left-right determination factor 2	7044
U81554_at	SRP72	signal recognition particle 72kDa	6731
U81556_at	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	10106
U81599_at	HOXB13	homeobox B13	10481
U81600_at	PRRX2	paired related homeobox 2	51450
U81607_at	AKAP12	A kinase (PRKA) anchor protein 12	9590
U81787_at	WNT10B	wingless-type MMTV integration site family, member 10B	7480
U81802_at	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	5298
U81984_at	EPAS1	endothelial PAS domain protein 1	2034
U82010_rna1_at	COX10	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)	1352
U82130_at	TSG101	tumor susceptibility gene 101	7251
U82169_at	FZD9	frizzled family receptor 9	8326
U82256_at	ARG2	arginase, type II	384
U82275_at	LILRA2	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2	11027
U82303_at			
U82306_at	C13orf41	chromosome 13 open reading frame 41	100288679
U82310_at	LOC100287306	hypothetical protein LOC100287306	100287306
U82311_at	C13orf41	chromosome 13 open reading frame 41	100288679
U82313_at			
U82319_at	NUS1P3	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) pseudogene 3	11049
U82320_at			
U82321_at			
U82468_at	TULP1	tubby like protein 1	7287
U82532_at	ARHGDIG	Rho GDP dissociation inhibitor (GDI) gamma	398
U82535_at	FAAH	fatty acid amide hydrolase	2166
U82613_at	TRPV6	transient receptor potential cation channel, subfamily V, member 6	55503
U82668_rna1_at	SHOX	short stature homeobox	6473
U82671_cds2_at	ZNF185	zinc finger protein 185 (LIM domain)	7739
U82759_at			
U82818_at	UCP3	uncoupling protein 3 (mitochondrial, proton carrier)	7352
U82970_at	PHEX	phosphate regulating endopeptidase homolog, X-linked	5251
U82987_at	BBC3	BCL2 binding component 3	27113
U83115_at	AIM1	absent in melanoma 1	202
U83192_at	DLG4	discs, large homolog 4 (Drosophila)	1742
U83246_at	CPNE1	copine I	8904
U83303_cds2_at	CXCL6	chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2)	6372
U83410_at	CUL2	cullin 2	8453
U83411_at			
U83461_at	SLC31A2	solute carrier family 31 (copper transporters), member 2	1318
U83463_at	SDCBP	syndecan binding protein (syntenin)	6386
U83600_at	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	8718
U83601_at	CAST	calpastatin	831
U83843_at	CCT7	chaperonin containing TCP1, subunit 7 (eta)	10574
U83908_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	27250
U84487_at	CX3CL1	chemokine (C-X3-C motif) ligand 1	6376
U84540_at	DTNA	dystrobrevin, alpha	1837
U84551_cds2_at	DTNA	dystrobrevin, alpha	1837
U84569_at	C21orf2	chromosome 21 open reading frame 2	755
U84573_at	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	5352
U84720_at	RAE1	RAE1 RNA export 1 homolog (S. pombe)	8480
U85193_at	NFIB	nuclear factor I/B	4781
U85245_at	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	8396
U85265_at	RCAN1	regulator of calcineurin 1	1827
U85267_at	RCAN1	regulator of calcineurin 1	1827
U85430_at	NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	4775
U85611_at	CIB1	calcium and integrin binding 1 (calmyrin)	10519
U85658_at	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	7022
U85707_at	MEIS1	Meis homeobox 1	4211
U85767_at	CCL23	chemokine (C-C motif) ligand 23	6368
U85943_at			
U85946_at	EXOC5	exocyst complex component 5	10640
U85992_at	LOC100506699	hypothetical protein LOC100506699	100506699
U86070_at	PMM1	phosphomannomutase 1	5372
U86136_at	TEP1	telomerase-associated protein 1	7011
U86214_at	CASP10	caspase 10, apoptosis-related cysteine peptidase	843
U86358_at	CCL25	chemokine (C-C motif) ligand 25	6370
U86409_at	HAS3	hyaluronan synthase 3	3038
U86529_at	GSTZ1	glutathione transferase zeta 1	2954
U86602_at	EBNA1BP2	EBNA1 binding protein 2	10969
U86782_at	PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	10213
U87223_at	CNTNAP1	contactin associated protein 1	8506
U87269_at	E4F1	E4F transcription factor 1	1877
U87309_at	VPS41	vacuolar protein sorting 41 homolog (S. cerevisiae)	27072
U87408_at	BBS9	Bardet-Biedl syndrome 9	27241
U87459_at			
U87460_at	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	2861
U87964_at	GTPBP1	GTP binding protein 1	9567
U87972_at	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	3420
U88047_at	ARID3A	AT rich interactive domain 3A (BRIGHT-like)	1820
U88629_at	ELL2	elongation factor, RNA polymerase II, 2	22936
U88666_at	SRPK2	SRSF protein kinase 2	6733
U88667_at	ABCA4	ATP-binding cassette, sub-family A (ABC1), member 4	24
U88726_at	SYMPK	symplekin	8189
U88871_at	PEX7	peroxisomal biogenesis factor 7	5191
U88892_at			
U88964_at	ISG20	interferon stimulated exonuclease gene 20kDa	3669
U89012_at	DMP1	dentin matrix acidic phosphoprotein 1	1758
U89278_at	PHC2	polyhomeotic homolog 2 (Drosophila)	1912
U89326_at	BMPR1B	bone morphogenetic protein receptor, type IB	658
U89335_cds2_at	NOTCH4	notch 4	4855
U89336_cds1_at	GPSM3	G-protein signaling modulator 3	63940
U89336_cds3_at	AGER	advanced glycosylation end product-specific receptor	177
U89336_cds4_at	RNF5	ring finger protein 5	6048
U89336_cds6_at	PPT2	palmitoyl-protein thioesterase 2	9374
U89336_cds7_at			
U89336_cds8_at	PRRT1	proline-rich transmembrane protein 1	80863
U89355_at	CREBBP	CREB binding protein	1387
U89505_at			
U89606_at	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase	8566
U89717_at	RDH5	retinol dehydrogenase 5 (11-cis/9-cis)	5959
U89896_at	CSNK1G2	casein kinase 1, gamma 2	1455
U89916_at	CLDN10	claudin 10	9071
U89942_at	LOXL2	lysyl oxidase-like 2	4017
U89995_at	FOXE1	forkhead box E1 (thyroid transcription factor 2)	2304
U90268_at	KRIT1	KRIT1, ankyrin repeat containing	889
U90304_at	IRX5	iroquois homeobox 5	10265
U90306_at	IRX4	iroquois homeobox 4	50805
U90313_at	GSTO1	glutathione S-transferase omega 1	9446
U90336_at	PEG3	paternally expressed 3	5178
U90426_at	DDX39A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A	10212
U90437_at	MAPRE2	microtubule-associated protein, RP/EB family, member 2	10982
U90544_at	SLC17A2	solute carrier family 17 (sodium phosphate), member 2	10246
U90547_at	TRIM38	tripartite motif containing 38	10475
U90549_at	HMGN4	high mobility group nucleosomal binding domain 4	10473
U90550_at	BTN2A2	butyrophilin, subfamily 2, member A2	10385
U90551_at	HIST1H2AC	histone cluster 1, H2ac	8334
U90651_at	EED	embryonic ectoderm development	8726
U90716_at	CXADR	coxsackie virus and adenovirus receptor	1525
U90878_at	PDLIM1	PDZ and LIM domain 1	9124
U90902_at	TIAM1	T-cell lymphoma invasion and metastasis 1	7074
U90904_at	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	81614
U90905_at			
U90907_at	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	8503
U90908_at	ARHGAP22	Rho GTPase activating protein 22	58504
U90909_at	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like	93487
U90910_at			
U90911_at	WIPF2	WAS/WASL interacting protein family, member 2	147179
U90912_at	FAM190B	family with sequence similarity 190, member B	54462
U90913_at	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3	30851
U90914_at	CPD	carboxypeptidase D	1362
U90915_at	COX4I1	cytochrome c oxidase subunit IV isoform 1	1327
U90916_at	SORL1	sortilin-related receptor, L(DLR class) A repeats containing	6653
U90918_at	NIPAL3	NIPA-like domain containing 3	57185
U90919_at	ZNF410	zinc finger protein 410	57862
U91316_at	ACOT7	acyl-CoA thioesterase 7	11332
U91327_at	CCT2	chaperonin containing TCP1, subunit 2 (beta)	10576
U91521_at	PEX12	peroxisomal biogenesis factor 12	5193
U91616_at	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	4794
U91618_at	NTS	neurotensin	4922
U91903_at	FRZB	frizzled-related protein	2487
U91930_at	AP3D1	adaptor-related protein complex 3, delta 1 subunit	8943
U91931_at	AP3B1	adaptor-related protein complex 3, beta 1 subunit	8546
U91932_at	AP3S1	adaptor-related protein complex 3, sigma 1 subunit	1176
U91985_at	DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide	1676
U92014_at	LOC100499177	hypothetical LOC100499177	100499177
U92015_at			
U92436_at	PTEN	phosphatase and tensin homolog	5728
U92458_at	GRM7	glutamate receptor, metabotropic 7	2917
U92459_at	GRM8	glutamate receptor, metabotropic 8	2918
U92971_at	F2RL2	coagulation factor II (thrombin) receptor-like 2	2151
U93049_at	FYB	FYN binding protein	2533
U93091_at	TLR4	toll-like receptor 4	7099
U93205_at	CLIC1	chloride intracellular channel 1	1192
U93237_rna2_at	MEN1	multiple endocrine neoplasia I	4221
U93553_at	NR5A2	nuclear receptor subfamily 5, group A, member 2	2494
U93867_at	POLR3C	polymerase (RNA) III (DNA directed) polypeptide C (62kD)	10623
U94319_at	PSIP1	PC4 and SFRS1 interacting protein 1	11168
U94320_at	NPY5R	neuropeptide Y receptor Y5	4889
U94332_at	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	4982
U94333_at	CD93	CD93 molecule	22918
U94585_at	DPF2	D4, zinc and double PHD fingers family 2	5977
U94586_at	NDUFA4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa	4697
U94592_at	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)	7351
U94747_at	DCAF7	DDB1 and CUL4 associated factor 7	10238
U94831_at	TM9SF1	transmembrane 9 superfamily member 1	10548
U94855_at	EIF3F	eukaryotic translation initiation factor 3, subunit F	8665
U95006_at	STRA13	stimulated by retinoic acid 13 homolog (mouse)	201254
U95020_at	CACNB4	calcium channel, voltage-dependent, beta 4 subunit	785
U95040_at	TRIM28	tripartite motif containing 28	10155
U95090_at	PRODH2	proline dehydrogenase (oxidase) 2	58510
U95626_rna1_at	CCR2	chemokine (C-C motif) receptor 2	729230
U95740_rna1_at	KIAA0430	KIAA0430	9665
U95740_rna2_at	C16orf45	chromosome 16 open reading frame 45	89927
U96094_at	SLN	sarcolipin	6588
U96113_at	WWP1	WW domain containing E3 ubiquitin protein ligase 1	11059
U96114_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2	11060
U96115_at	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	9223
U96191_at			
U96629_rna1_at	INTS9	integrator complex subunit 9	55756
U96629_rna2_at	EXTL3	exostoses (multiple)-like 3	2137
U96769_rna1_at	CHAD	chondroadherin	1101
U96781_cds1_at	ATP2A1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	487
U96915_at	SAP18	Sin3A-associated protein, 18kDa	10284
U96922_at	INPP4B	inositol polyphosphate-4-phosphatase, type II, 105kDa	8821
U97018_at	EML1	echinoderm microtubule associated protein like 1	2009
U97105_at	DPYSL2	dihydropyrimidinase-like 2	1808
U97188_at	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	10643
U97502_rna1_at	BTN3A2	butyrophilin, subfamily 3, member A2	11118
V00503_at	COL1A2	collagen, type I, alpha 2	1278
V00563_at	IGHM	immunoglobulin heavy constant mu	3507
V00571_rna1_at	CRH	corticotropin releasing hormone	1392
V00572_at	PGK1	phosphoglycerate kinase 1	5230
V01510_rna1_at	POMC	proopiomelanocortin	5443
V01512_rna1_at	FOS	FBJ murine osteosarcoma viral oncogene homolog	2353
V01514_at	AFP	alpha-fetoprotein	174
V01515_cds1_at	GCG	glucagon	2641
X00129_at	RBP4	retinol binding protein 4, plasma	5950
X00237_at	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	462
X00274_at	HLA-DRA	major histocompatibility complex, class II, DR alpha	3122
X00368_xpt2_at	PRL	prolactin	5617
X00371_rna1_at	MB	myoglobin	4151
X00588_at	EGFR	epidermal growth factor receptor	1956
X00734_at	TUBB4	tubulin, beta 4	10382
X01057_at	IL2RA	interleukin 2 receptor, alpha	3559
X01059_at	GNRH1	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	2796
X01060_at	TFRC	transferrin receptor (p90, CD71)	7037
X01388_at	APOC3	apolipoprotein C-III	345
X01630_at	ASS1	argininosuccinate synthase 1	445
X01715_at	CHRNG	cholinergic receptor, nicotinic, gamma	1146
X02152_at	LDHA	lactate dehydrogenase A	3939
X02158_rna1_at	EPO	erythropoietin	2056
X02317_at	SOD1	superoxide dismutase 1, soluble	6647
X02404_at	CALCB	calcitonin-related polypeptide beta	797
X02530_at	CXCL10	chemokine (C-X-C motif) ligand 10	3627
X02544_at	ORM1	orosomucoid 1	5004
X02596_at	BCR	breakpoint cluster region	613
X02612_at	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1	1543
X02750_at	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	5624
X02751_at	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	4893
X02874_at	OAS1	2@#$%&-5@#$%&-oligoadenylate synthetase 1, 40/46kDa	4938
X02910_at	TNF	tumor necrosis factor	7124
X03066_at	HLA-DOB	major histocompatibility complex, class II, DO beta	3112
X03072_at	WNT1	wingless-type MMTV integration site family, member 1	7471
X03100_cds2_at	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	3113
X03168_at	VTN	vitronectin	7448
X03342_at	RPL32	ribosomal protein L32	6161
X03473_at	H1F0	H1 histone family, member 0	3005
X03484_at	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	5894
X03635_at	ESR1	estrogen receptor 1	2099
X03656_rna1_at	CSF3	colony stimulating factor 3 (granulocyte)	1440
X03663_at	CSF1R	colony stimulating factor 1 receptor	1436
X03934_at	CD3D	CD3d molecule, delta (CD3-TCR complex)	915
X04011_at	CYBB	cytochrome b-245, beta polypeptide	1536
X04085_rna1_at	CAT	catalase	847
X04106_at	CAPNS1	calpain, small subunit 1	826
X04143_at	BGLAP	bone gamma-carboxyglutamate (gla) protein	632
X04145_at	CD3G	CD3g molecule, gamma (CD3-TCR complex)	917
X04201_at	TPM3	tropomyosin 3	7170
X04297_at	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	476
X04325_at	GJB1	gap junction protein, beta 1, 32kDa	2705
X04327_at	BPGM	2,3-bisphosphoglycerate mutase	669
X04366_at	CAPN1	calpain 1, (mu/I) large subunit	823
X04391_at	CD5	CD5 molecule	921
X04412_at	GSN	gelsolin	2934
X04434_at	IGF1R	insulin-like growth factor 1 receptor	3480
X04500_at	IL1B	interleukin 1, beta	3553
X04571_at	EGF	epidermal growth factor	1950
X04688_at	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	3567
X04707_at	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	7068
X04741_at	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	7345
X04828_at	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	2771
X04898_rna1_at	APOA2	apolipoprotein A-II	336
X05153_rna1_at	LALBA	lactalbumin, alpha-	3906
X05196_at	ALDOC	aldolase C, fructose-bisphosphate	230
X05232_at	MMP3	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	4314
X05246_at	PGK2	phosphoglycerate kinase 2	5232
X05276_at	TPM4	tropomyosin 4	7171
X05299_at	CENPB	centromere protein B, 80kDa	1059
X05323_at	CD200	CD200 molecule	4345
X05360_at	CDK1	cyclin-dependent kinase 1	983
X05409_at	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	217
X05608_at	NEFL	neurofilament, light polypeptide	4747
X05615_at	TG	thyroglobulin	7038
X05908_at	ANXA1	annexin A1	301
X05997_at	LIPF	lipase, gastric	8513
X06256_at	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	3678
X06272_at	SRPR	signal recognition particle receptor (docking protein)	6734
X06290_at	LPA	lipoprotein, Lp(a)	4018
X06323_at	MRPL3	mitochondrial ribosomal protein L3	11222
X06389_at	SYP	synaptophysin	6855
X06482_at	HBQ1	hemoglobin, theta 1	3049
X06562_at	GHR	growth hormone receptor	2690
X06614_at	RARA	retinoic acid receptor, alpha	5914
X06617_at	RPS11	ribosomal protein S11	6205
X06661_at	CALB1	calbindin 1, 28kDa	793
X06745_at	POLA1	polymerase (DNA directed), alpha 1, catalytic subunit	5422
X06948_at	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	2205
X06985_at	HMOX1	heme oxygenase (decycling) 1	3162
X07024_at	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	6872
X07109_at	PRKCB	protein kinase C, beta	5579
X07173_at	ITIH2	inter-alpha (globulin) inhibitor H2	3698
X07290_at	ZNF3	zinc finger protein 3	7551
X07315_at	NUTF2	nuclear transport factor 2	10204
X07384_at	GLI1	GLI family zinc finger 1	2735
X07495_at	HOXC4	homeobox C4	3221
X07695_at	KRT4	keratin 4	3851
X07696_at	KRT15	keratin 15	3866
X07732_at	HPN	hepsin	3249
X07743_at	PLEK	pleckstrin	5341
X07767_at	PRKACA	protein kinase, cAMP-dependent, catalytic, alpha	5566
X07820_at	MMP10	matrix metallopeptidase 10 (stromelysin 2)	4319
X07834_at	SOD2	superoxide dismutase 2, mitochondrial	6648
X07876_at	WNT2	wingless-type MMTV integration site family member 2	7472
X07948_at	TNP1	transition protein 1 (during histone to protamine replacement)	7141
X07979_at	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	3688
X07994_at	LCT	lactase	3938
X12433_at	ABHD2	abhydrolase domain containing 2	11057
X12447_at	ALDOA	aldolase A, fructose-bisphosphate	226
X12451_at	CTSL1	cathepsin L1	1514
X12453_at	SAG	S-antigen; retina and pineal gland (arrestin)	6295
X12458_rna1_at	SLC10A3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3	8273
X12492_at	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	4782
X12517_at	SNRPC	small nuclear ribonucleoprotein polypeptide C	6631
X12556_at	MCF2	MCF.2 cell line derived transforming sequence	4168
X12662_rna1_at	ARG1	arginase, liver	383
X12791_at	SRP19	signal recognition particle 19kDa	6728
X12794_at	NR2F6	nuclear receptor subfamily 2, group F, member 6	2063
X12901_at	VIL1	villin 1	7429
X13227_at	DAO	D-amino-acid oxidase	1610
X13238_at	COX6C	cytochrome c oxidase subunit VIc	1345
X13255_at	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	1621
X13293_at	MYBL2	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	4605
X13334_at	CD14	CD14 molecule	929
X13444_at	CD8B	CD8b molecule	926
X13482_at	SNRPA1	small nuclear ribonucleoprotein polypeptide A@#$%&	6627
X13546_rna1_at	HMGN2	high mobility group nucleosomal binding domain 2	3151
X13589_at	CYP19A1	cytochrome P450, family 19, subfamily A, polypeptide 1	1588
X13794_rna1_at	LDHB	lactate dehydrogenase B	3945
X13839_at	ACTA2	actin, alpha 2, smooth muscle, aorta	59
X13916_at	LRP1	low density lipoprotein receptor-related protein 1	4035
X13956_at	CCDC130	coiled-coil domain containing 130	81576
X13967_at	LIF	leukemia inhibitory factor (cholinergic differentiation factor)	3976
X13973_at	RNH1	ribonuclease/angiogenin inhibitor 1	6050
X14046_at	CD37	CD37 molecule	951
X14329_at	CPN1	carboxypeptidase N, polypeptide 1	1369
X14346_at	EPX	eosinophil peroxidase	8288
X14362_at	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	1378
X14445_at	FGF3	fibroblast growth factor 3	2248
X14448_at	GLA	galactosidase, alpha	2717
X14675_at	BCR	breakpoint cluster region	613
X14787_at	THBS1	thrombospondin 1	7057
X14789_at	CRYAA	crystallin, alpha A	1409
X14813_at	ACAA1	acetyl-CoA acyltransferase 1	30
X14830_at	CHRNB1	cholinergic receptor, nicotinic, beta 1 (muscle)	1140
X14850_at	H2AFX	H2A histone family, member X	3014
X14894_at	MYF5	myogenic factor 5	4617
X14968_at	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	5576
X14975_at	CD1E	CD1e molecule	913
X15088_at	GNAT1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	2779
X15183_at	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	3320
X15187_at	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1	7184
X15217_at	SKIL	SKI-like oncogene	6498
X15218_at	SKI	v-ski sarcoma viral oncogene homolog (avian)	6497
X15306_rna1_at	NEFH	neurofilament, heavy polypeptide	4744
X15341_at	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	1337
X15357_at	NPR1	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	4881
X15376_at	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2	2566
X15393_rna1_at	MLN	motilin	4295
X15414_at	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	231
X15525_rna1_at	ACP2	acid phosphatase 2, lysosomal	53
X15573_at	PFKL	phosphofructokinase, liver	5211
X15722_at	GSR	glutathione reductase	2936
X15822_at	COX7A2	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	1347
X15875_at	ATF2	activating transcription factor 2	1386
X15880_at	COL6A1	collagen, type VI, alpha 1	1291
X15882_at	COL6A2	collagen, type VI, alpha 2	1292
X15940_at	RPL31	ribosomal protein L31	6160
X15943_at	CALCA	calcitonin-related polypeptide alpha	796
X15949_at	IRF2	interferon regulatory factor 2	3660
X16064_at	TPT1	tumor protein, translationally-controlled 1	7178
X16135_at	HNRNPL	heterogeneous nuclear ribonucleoprotein L	3191
X16282_at	ZNF250	zinc finger protein 250	58500
X16316_at	VAV1	vav 1 guanine nucleotide exchange factor	7409
X16354_at	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	634
X16396_at	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	10797
X16416_at	ABL1	c-abl oncogene 1, non-receptor tyrosine kinase	25
X16560_at	COX7C	cytochrome c oxidase subunit VIIc	1350
X16662_at	ANXA8L2	annexin A8-like 2	244
X16663_at	HCLS1	hematopoietic cell-specific Lyn substrate 1	3059
X16665_at	HOXB2	homeobox B2	3212
X16667_at	HOXB3	homeobox B3	3213
X16706_at	FOSL2	FOS-like antigen 2	2355
X16707_at	FOSL1	FOS-like antigen 1	8061
X16832_at	CTSH	cathepsin H	1512
X16901_at	GTF2F2	general transcription factor IIF, polypeptide 2, 30kDa	2963
